adoption_rank,rank,source,segment,factors,type,grade,score_std,total_bins,valid_bins,pass_bins,pass_rate,decision,avg_place_roi,avg_win_roi,best_place_roi,best_win_roi,total_samples
3345,2629,phase2,GLOBAL,bac_jouken+umaban_clean,combo,B,2.21,108,106,43,0.4057,検討,79.4,80.8,104.5,234.5,360874
3346,117,phase2,SURFACE_2_芝,hizume_code+prev1_corner4,combo,S,5.778,261,175,71,0.4057,検討,78.2,79.5,182.8,514.4,147202
3347,323,phase2,SURFACE_2_芝,bataiju_change_bin+prev1_bataiju_bin,combo,A,4.948,50,37,15,0.4054,検討,80.0,82.6,200.0,338.2,148513
3348,4964,phase1,KEIBAJO_SURFACE_10_芝,kishu_kitai_sanchakunai_ritsu,numeric,C,0.723,87,37,15,0.4054,検討,77.7,81.3,139.6,184.0,16948
3349,715,phase2,SURFACE_2_芝,kishu_rank+rotation,combo,A,4.214,159,111,45,0.4054,検討,76.5,74.4,190.2,315.6,148499
3350,4967,phase1,KEIBAJO_SURFACE_05_ダ,ichi_shisu,numeric,C,0.721,163,116,47,0.4052,検討,76.5,71.0,132.2,226.5,28213
3351,832,phase2,SURFACE_2_ダ,joken_class_code+rotation,combo,A,4.063,170,116,47,0.4052,検討,75.5,73.5,156.8,285.3,164898
3352,1496,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+kishu_rank,combo,A,3.245,88,79,32,0.4051,検討,76.4,77.4,139.0,188.1,170795
3353,75,phase2,SURFACE_2_芝,gekiso_type+nyukyu_nannichimae,combo,S,6.239,210,121,49,0.405,検討,75.9,81.7,242.0,378.4,39952
3354,3081,phase2,GLOBAL,gekiso_type+kyi_kyusha_rank,combo,C,1.867,46,42,17,0.4048,検討,80.7,81.0,129.2,149.2,141503
3355,957,phase2,SURFACE_2_芝,bac_tosu+prev3_chakujun,combo,A,3.907,196,168,68,0.4048,検討,80.0,79.8,169.6,313.1,120239
3356,1804,phase2,SURFACE_2_芝,kyori+manken_shirushi,combo,B,2.957,93,84,34,0.4048,検討,78.7,78.0,145.3,267.2,108336
3357,3423,phase2,GLOBAL,barei+shirushi_code_5,combo,C,1.597,47,42,17,0.4048,検討,78.4,77.4,87.8,142.0,193685
3358,136,phase2,SURFACE_2_芝,nyukyu_nannichimae+tenko_code,combo,S,5.653,181,126,51,0.4048,検討,75.9,80.9,148.3,492.3,98883
3359,637,phase2,SURFACE_2_芝,joken_class_code+uma_deokure_ritsu,combo,A,4.325,261,178,72,0.4045,検討,78.0,75.9,201.8,314.3,148451
3360,695,phase2,SURFACE_2_ダ,kyusha_hyoka_code+uma_deokure_ritsu,combo,A,4.239,147,89,36,0.4045,検討,77.0,75.8,153.8,303.2,164780
3361,1776,phase2,SURFACE_2_芝,wakuban+yoso_juni,combo,B,2.986,144,136,55,0.4044,検討,77.7,78.9,152.1,240.0,170977
3362,2048,phase2,GLOBAL,wakuban+yoso_juni,combo,B,2.726,144,136,55,0.4044,検討,77.2,78.4,152.1,240.0,360874
3363,1322,phase2,SURFACE_2_芝,kyi_kyusha_rank+taikei_dou,combo,A,3.429,122,94,38,0.4043,検討,79.7,77.1,136.3,295.8,145224
3364,2938,phase2,SURFACE_2_ダ,bac_tosu+kyakushitsu,combo,C,1.971,50,47,19,0.4043,検討,79.0,74.5,157.9,168.5,177961
3365,437,phase2,GLOBAL,moshoku_code+sanchimei,combo,A,4.67,135,94,38,0.4043,検討,78.3,77.7,183.7,340.0,360872
3366,2232,phase2,GLOBAL,prev1_kyakushitsu+taikei_tomo,combo,B,2.571,120,99,40,0.404,検討,79.4,78.0,231.9,197.5,307358
3367,3778,phase2,SURFACE_2_芝,prev1_keibajo+yy_int,combo,C,1.349,100,99,40,0.404,検討,78.8,78.2,93.4,101.4,148662
3368,450,phase2,GLOBAL,kyori+prev1_chakujun,combo,A,4.643,390,250,101,0.404,検討,77.8,80.0,192.8,472.7,325448
3369,3760,phase2,GLOBAL,bac_tosu+umaban_clean,combo,C,1.359,161,156,63,0.4038,検討,78.0,76.4,99.4,121.0,360874
3370,3516,phase2,SURFACE_2_芝,bac_tosu+umaban_clean,combo,C,1.53,161,156,63,0.4038,検討,77.8,77.2,99.4,121.0,170977
3371,4040,phase2,GLOBAL,bac_tosu+prev1_corner4_bin,combo,C,1.181,55,52,21,0.4038,検討,77.4,74.6,91.1,96.4,325448
3372,364,phase2,GLOBAL,hizume_code+kishu_minarai_code,combo,A,4.815,73,52,21,0.4038,検討,76.6,77.4,179.1,374.9,48012
3373,1798,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+kyi_kyusha_rank,combo,B,2.96,112,109,44,0.4037,検討,79.6,80.9,181.3,272.4,177873
3374,3230,phase2,GLOBAL,class_code+prev1_corner4_bin,combo,C,1.73,120,109,44,0.4037,検討,78.4,76.9,104.9,146.7,325092
3375,1716,phase2,GLOBAL,taikei_tomo+umaban_clean,combo,A,3.038,422,374,151,0.4037,検討,78.1,76.9,189.9,237.5,307446
3376,986,phase2,SURFACE_2_芝,hobokusaki_rank+rotation,combo,A,3.867,159,109,44,0.4037,検討,75.1,75.4,175.3,290.8,141902
3377,5724,phase1,SURFACE_2_芝,ichi_shisu,numeric,C,0.294,208,166,67,0.4036,検討,77.5,76.4,208.2,213.2,170977
3378,583,phase2,SURFACE_2_芝,babajotai_heavy+manken_shisu,combo,A,4.414,209,171,69,0.4035,検討,79.2,80.6,174.4,416.7,168275
3379,781,phase2,SURFACE_2_ダ,taikei_dou+wakuban,combo,A,4.131,145,119,48,0.4034,検討,77.8,81.6,125.6,307.9,161457
3380,1449,phase2,GLOBAL,gekiso_type+joho_shisu,combo,A,3.295,160,124,50,0.4032,検討,80.7,80.7,200.2,210.4,141643
3381,5662,phase1,SURFACE_2_芝,uma_deokure_ritsu,numeric,C,0.342,74,62,25,0.4032,検討,79.3,80.3,139.1,328.9,148451
3382,1747,phase2,GLOBAL,kyusha_hyoka_code+prev1_corner4,combo,A,3.009,68,62,25,0.4032,検討,76.7,74.5,97.0,196.2,325448
3383,989,phase2,GLOBAL,joken_class_code+prev1_keibajo,combo,A,3.861,90,67,27,0.403,検討,81.1,76.3,153.0,280.8,325448
3384,1014,phase2,SURFACE_2_ダ,kyori+moshoku_code,combo,A,3.831,78,67,27,0.403,検討,79.6,79.3,120.1,260.1,177971
3385,1135,phase2,SURFACE_2_芝,kyakushitsu+manken_shisu,combo,A,3.665,318,263,106,0.403,検討,76.7,77.9,154.9,302.2,168263
3386,590,phase2,GLOBAL,barei+taikei_tomo,combo,A,4.4,177,139,56,0.4029,検討,77.3,80.0,166.2,301.7,307446
3387,528,phase2,SURFACE_2_ダ,hizume_code+sanchimei,combo,A,4.49,204,139,56,0.4029,検討,76.9,74.1,125.7,306.3,163584
3388,722,phase2,SURFACE_2_ダ,bac_jouken+hizume_code,combo,A,4.208,93,72,29,0.4028,検討,80.2,83.9,176.8,273.7,163584
3389,454,phase2,SURFACE_2_ダ,class_code+moshoku_code,combo,A,4.64,109,72,29,0.4028,検討,76.7,74.5,147.2,430.8,164810
3390,501,phase2,SURFACE_2_ダ,prev1_chakujun+sanchimei,combo,A,4.548,220,149,60,0.4027,検討,76.0,73.7,191.2,320.9,164860
3391,399,phase2,GLOBAL,gekiso_type+taikei_dou,combo,A,4.74,107,82,33,0.4024,検討,81.0,78.9,166.6,300.9,125961
3392,2566,phase2,SURFACE_2_芝,hobokusaki_rank+prev1_chakujun,combo,B,2.259,88,82,33,0.4024,検討,78.4,78.6,194.9,148.2,141884
3393,2273,phase2,SURFACE_2_芝,kishu_rank+prev1_chakujun,combo,B,2.53,88,82,33,0.4024,検討,75.3,72.4,125.4,151.0,148481
3394,1127,phase2,GLOBAL,prev1_chakujun+prev1_keibajo,combo,A,3.674,228,174,70,0.4023,検討,80.7,77.0,209.9,314.2,325448
3395,1210,phase2,SURFACE_2_芝,barei+hizume_code,combo,A,3.578,109,87,35,0.4023,検討,75.5,75.6,116.4,205.2,147248
3396,1656,phase2,SURFACE_2_芝,rotation+tenko_code,combo,A,3.083,131,92,37,0.4022,検討,76.1,75.8,152.4,183.4,148680
3397,4843,phase1,KEIBAJO_SURFACE_09_ダ,ten_shisu,numeric,C,0.779,287,102,41,0.402,検討,79.2,72.9,184.3,295.8,27915
3398,417,phase2,GLOBAL,sanchimei+yoso_juni,combo,A,4.704,286,204,82,0.402,検討,75.7,76.9,184.5,405.3,360872
3399,1261,phase2,SURFACE_2_芝,manken_shisu+prev1_kyakushitsu,combo,A,3.509,274,224,90,0.4018,検討,77.6,77.3,176.8,225.7,146385
3400,1167,phase2,GLOBAL,barei+kijun_ninkijun_tansho,combo,A,3.625,136,112,45,0.4018,検討,76.1,75.7,126.8,314.1,360874
3401,430,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+taikei_tomo,combo,A,4.677,361,279,112,0.4014,検討,78.3,77.3,205.7,406.1,155620
3402,953,phase2,SURFACE_2_ダ,sanchimei+umaban_clean,combo,A,3.91,213,157,63,0.4013,検討,76.7,77.6,189.2,310.1,177970
3403,314,phase2,GLOBAL,kyori_tekisei+nyukyu_nannichimae,combo,A,4.971,232,162,65,0.4012,検討,76.7,79.2,185.3,402.5,191278
3404,2231,phase2,GLOBAL,taikei_tomo+wakuban,combo,B,2.575,211,192,77,0.401,検討,79.1,79.5,185.2,243.4,307446
3405,321,phase2,GLOBAL,sanchimei+umaban_clean,combo,A,4.952,296,212,85,0.4009,検討,78.4,79.7,177.8,451.0,360872
3406,536,phase2,GLOBAL,kyori+prev1_corner4,combo,A,4.482,400,262,105,0.4008,検討,79.0,77.5,218.7,453.9,325448
3407,4414,phase1,KEIBAJO_SURFACE_04_ダ,prev1_keibajo,numeric,C,0.977,16,10,4,0.4,検討,93.9,76.4,215.0,160.7,14038
3408,2674,phase1,KEIBAJO_SURFACE_02_芝,hizume_code,numeric,B,2.172,12,10,4,0.4,検討,86.5,87.5,128.3,218.5,7147
3409,3719,phase1,KEIBAJO_SURFACE_01_ダ,uma_tokki_2,numeric,C,1.388,36,10,4,0.4,検討,85.5,73.7,176.9,204.1,4696
3410,3043,phase1,KEIBAJO_SURFACE_03_ダ,kijun_ninkijun_tansho,numeric,C,1.895,16,15,6,0.4,検討,85.4,101.0,201.0,308.6,10869
3411,3053,phase1,KEIBAJO_SURFACE_03_ダ,kijun_ninkijun_fukusho,numeric,C,1.887,16,15,6,0.4,検討,85.4,100.9,201.0,308.6,10869
3412,4037,phase1,KEIBAJO_SURFACE_07_障,hobokusaki_rank,code,C,1.183,5,5,2,0.4,検討,85.2,76.5,112.3,94.2,1439
3413,5803,phase1,KEIBAJO_SURFACE_09_ダ,bataiju_change_bin,numeric,C,0.237,6,5,2,0.4,検討,85.2,80.5,130.2,115.3,25595
3414,2160,phase1,KEIBAJO_SURFACE_05_障,wakuban,numeric,B,2.63,8,5,2,0.4,検討,85.0,84.1,121.4,125.3,852
3415,2205,phase1,KEIBAJO_SURFACE_03_障,taikei_tomo,numeric,B,2.598,15,10,4,0.4,検討,84.1,73.7,150.8,142.8,1903
3416,4943,phase1,KEIBAJO_SURFACE_05_芝,bataiju_change_bin,numeric,C,0.733,5,5,2,0.4,検討,84.0,90.6,100.4,138.6,20183
3417,5030,phase1,KEIBAJO_SURFACE_06_ダ,bataiju_change_bin,numeric,C,0.694,6,5,2,0.4,検討,83.9,101.3,106.9,171.9,27700
3418,5513,phase1,KEIBAJO_SURFACE_07_ダ,bataiju_change_bin,numeric,C,0.445,5,5,2,0.4,検討,83.9,81.6,114.4,120.8,20132
3419,5647,phase1,KEIBAJO_SURFACE_10_ダ,bataiju_change_bin,numeric,C,0.355,5,5,2,0.4,検討,83.8,83.7,114.7,110.5,9875
3420,3147,phase2,SURFACE_2_芝,babajotai_heavy+bataiju_change_bin,combo,C,1.803,17,15,6,0.4,検討,83.6,73.9,112.6,116.7,148513
3421,2394,phase2,GLOBAL,kijun_ninkijun_fukusho+shirushi_code_4,combo,B,2.404,40,35,14,0.4,検討,83.0,75.7,271.1,152.2,195681
3422,2748,phase1,KEIBAJO_SURFACE_02_芝,ten_shisu,numeric,B,2.127,98,5,2,0.4,検討,82.6,87.2,226.6,425.3,8160
3423,2732,phase1,KEIBAJO_SURFACE_04_障,idm,numeric,B,2.134,27,5,2,0.4,検討,82.5,74.5,124.9,274.3,2625
3424,796,phase2,GLOBAL,babajotai_heavy+kijun_ninkijun_tansho,combo,A,4.116,54,50,20,0.4,検討,82.3,82.8,186.8,340.8,360874
3425,5255,phase1,KEIBAJO_SURFACE_04_ダ,joa_ls_shisu,numeric,C,0.596,48,20,8,0.4,検討,81.9,85.6,192.4,206.6,14747
3426,5512,phase1,KEIBAJO_SURFACE_04_芝,shutoku_shokin_ruikei,numeric,C,0.445,27,10,4,0.4,検討,81.9,68.2,129.0,196.2,18170
3427,265,phase2,GLOBAL,bataiju_change_bin+sanchimei,combo,S,5.136,110,75,30,0.4,検討,81.7,80.5,181.7,349.1,325243
3428,3323,phase1,KEIBAJO_SURFACE_03_ダ,moshoku_code,numeric,C,1.669,6,5,2,0.4,検討,81.7,78.7,104.6,98.2,10869
3429,5422,phase1,KEIBAJO_SURFACE_04_芝,bataiju_change_bin,numeric,C,0.495,5,5,2,0.4,検討,81.7,77.2,94.7,92.6,15958
3430,2281,phase1,KEIBAJO_SURFACE_04_障,moshoku_code,numeric,B,2.523,5,5,2,0.4,検討,81.6,86.9,95.3,109.0,2625
3431,4288,phase1,KEIBAJO_SURFACE_10_芝,ten_shisu,numeric,C,1.047,218,10,4,0.4,検討,81.4,84.2,207.7,506.1,16948
3432,3062,phase1,KEIBAJO_SURFACE_01_ダ,kishu_kitai_tansho_ritsu,numeric,C,1.882,48,15,6,0.4,検討,81.2,80.1,199.1,338.7,6936
3433,1848,phase2,SURFACE_2_芝,gekiso_type+shirushi_code_6,combo,B,2.923,28,25,10,0.4,検討,81.1,77.3,146.5,132.3,24127
3434,3661,phase1,KEIBAJO_SURFACE_04_障,chokyoshi_rank,code,C,1.426,5,5,2,0.4,検討,81.0,88.9,102.6,102.2,2625
3435,2319,phase1,KEIBAJO_SURFACE_10_芝,prev1_keibajo,numeric,B,2.47,11,10,4,0.4,検討,80.9,79.0,91.6,125.2,15138
3436,3186,phase1,KEIBAJO_SURFACE_06_障,bac_tosu,numeric,C,1.773,6,5,2,0.4,検討,80.9,69.2,95.0,86.1,1478
3437,5682,phase1,KEIBAJO_SURFACE_06_芝,bataiju_change_bin,numeric,C,0.325,5,5,2,0.4,検討,80.7,71.2,83.6,90.2,19698
3438,3632,phase1,KEIBAJO_SURFACE_08_芝,taikei_dou,numeric,C,1.438,14,10,4,0.4,検討,80.6,67.3,103.6,100.5,15020
3439,1851,phase1,KEIBAJO_SURFACE_06_障,chokyoshi_rank,code,B,2.919,5,5,2,0.4,検討,80.5,74.2,94.2,120.9,1478
3440,3111,phase1,KEIBAJO_SURFACE_09_芝,hobokusaki_rank,code,C,1.839,5,5,2,0.4,検討,80.4,84.6,90.8,119.7,21194
3441,3252,phase2,SURFACE_2_芝,kyori_tekisei+shirushi_code_4,combo,C,1.72,36,30,12,0.4,検討,80.4,81.9,125.5,145.2,93006
3442,2907,phase2,GLOBAL,prev1_kyakushitsu+prev2_chakujun,combo,C,1.997,77,70,28,0.4,検討,80.2,80.5,141.5,186.4,296151
3443,3463,phase1,KEIBAJO_SURFACE_01_芝,hobokusaki_rank,code,C,1.567,5,5,2,0.4,検討,80.2,77.7,86.6,97.7,8139
3444,5766,phase1,GLOBAL,babajotai_code_shiba,numeric,C,0.269,5,5,2,0.4,検討,80.2,82.2,85.8,91.7,360874
3445,3656,phase2,SURFACE_2_ダ,bac_jouken+prev1_kyakushitsu,combo,C,1.428,21,20,8,0.4,検討,80.1,75.6,117.2,95.0,164860
3446,5060,phase1,KEIBAJO_SURFACE_08_ダ,bac_tosu,numeric,C,0.682,10,10,4,0.4,検討,80.1,72.2,95.9,87.2,21508
3447,5630,phase1,KEIBAJO_SURFACE_10_芝,chokyoshi_rank,code,C,0.368,5,5,2,0.4,検討,80.0,80.8,82.2,85.5,16940
3448,5694,phase1,KEIBAJO_SURFACE_08_芝,kyakushitsu,numeric,C,0.314,5,5,2,0.4,検討,80.0,79.2,84.3,88.9,17758
3449,5408,phase1,KEIBAJO_SURFACE_07_ダ,tenkai_kigo_code,numeric,C,0.504,5,5,2,0.4,検討,79.9,81.0,87.5,88.2,21346
3450,2292,phase1,KEIBAJO_SURFACE_02_芝,chokyoshi_rank,code,B,2.506,5,5,2,0.4,検討,79.8,74.5,82.4,97.6,8156
3451,4096,phase1,KEIBAJO_SURFACE_07_ダ,agari_shisu,numeric,C,1.15,279,5,2,0.4,検討,79.7,78.6,208.4,473.4,21346
3452,4536,phase1,KEIBAJO_SURFACE_02_芝,joken_class_code,numeric,C,0.921,5,5,2,0.4,検討,79.7,90.2,87.4,108.9,8160
3453,5404,phase1,KEIBAJO_SURFACE_09_ダ,tenkai_kigo_code,numeric,C,0.506,5,5,2,0.4,検討,79.7,77.6,81.8,85.4,27915
3454,5178,phase1,SURFACE_2_ダ,yuso_kubun,numeric,C,0.628,5,5,2,0.4,検討,79.6,74.0,82.8,83.5,177878
3455,5258,phase1,KEIBAJO_SURFACE_07_ダ,kyakushitsu,numeric,C,0.595,5,5,2,0.4,検討,79.6,83.9,83.5,114.4,21346
3456,3845,phase1,KEIBAJO_SURFACE_07_ダ,chokyoshi_rank,code,C,1.31,5,5,2,0.4,検討,79.4,81.0,83.8,97.2,21341
3457,4864,phase2,GLOBAL,hobokusaki_rank+shirushi_code_5,combo,C,0.772,30,30,12,0.4,検討,79.3,76.0,89.9,93.2,184736
3458,5515,phase2,GLOBAL,kyakushitsu+shirushi_code_6,combo,C,0.444,30,30,12,0.4,検討,79.3,78.2,85.6,89.4,195206
3459,4166,phase1,KEIBAJO_SURFACE_04_芝,hobokusaki_rank,code,C,1.111,5,5,2,0.4,検討,79.1,75.8,84.3,86.2,17367
3460,5287,phase2,GLOBAL,hobokusaki_rank+shirushi_code_3,combo,C,0.579,30,30,12,0.4,検討,79.1,75.7,90.8,86.4,185988
3461,5294,phase1,KEIBAJO_SURFACE_06_芝,tenkai_kigo_code,numeric,C,0.576,5,5,2,0.4,検討,79.1,82.2,84.3,106.2,22719
3462,5372,phase2,SURFACE_2_ダ,kyakushitsu+shirushi_code_5,combo,C,0.528,30,30,12,0.4,検討,79.1,76.7,84.4,88.7,93868
3463,5386,phase2,GLOBAL,kyakushitsu+shirushi_code_3,combo,C,0.52,30,30,12,0.4,検討,79.1,78.1,86.7,87.1,194924
3464,460,phase2,SURFACE_2_芝,bataiju_change_bin+kyori_tekisei,combo,A,4.634,32,25,10,0.4,検討,79.0,82.3,104.6,308.1,146468
3465,1461,phase2,SURFACE_2_芝,sanchimei+shirushi_code_6,combo,A,3.282,94,70,28,0.4,検討,79.0,78.9,142.0,315.1,93641
3466,4849,phase2,SURFACE_2_芝,kyakushitsu+shirushi_code_6,combo,C,0.777,30,30,12,0.4,検討,79.0,77.8,86.8,92.9,93635
3467,5227,phase1,KEIBAJO_SURFACE_06_ダ,hobokusaki_rank,code,C,0.607,5,5,2,0.4,検討,79.0,80.1,82.1,86.7,29236
3468,5394,phase2,GLOBAL,kyakushitsu+shirushi_code_4,combo,C,0.517,30,30,12,0.4,検討,79.0,78.8,87.1,98.2,195673
3469,4739,phase2,SURFACE_2_芝,joken_class_code+shirushi_code_4,combo,C,0.825,30,30,12,0.4,検討,78.9,76.4,85.5,105.5,93812
3470,5026,phase2,SURFACE_2_ダ,kyakushitsu+shirushi_code_4,combo,C,0.696,30,30,12,0.4,検討,78.9,78.3,86.3,98.9,94950
3471,5789,phase1,SURFACE_2_ダ,tenkai_kigo_code,numeric,C,0.247,5,5,2,0.4,検討,78.9,78.6,83.2,82.9,177971
3472,2085,phase2,SURFACE_2_ダ,kyori_tekisei+shirushi_code_5,combo,B,2.69,35,30,12,0.4,検討,78.8,80.4,130.3,192.4,92287
3473,2806,phase2,SURFACE_2_芝,kyakushitsu+tenko_code,combo,B,2.076,24,20,8,0.4,検討,78.8,77.9,133.9,128.3,170965
3474,3257,phase1,KEIBAJO_SURFACE_03_障,chokyoshi_rank,code,C,1.712,5,5,2,0.4,検討,78.8,78.3,85.4,90.2,1916
3475,4325,phase2,SURFACE_2_ダ,joken_class_code+shirushi_code_3,combo,C,1.028,30,30,12,0.4,検討,78.8,78.1,89.5,100.3,94586
3476,4335,phase1,KEIBAJO_SURFACE_06_ダ,tenkai_kigo_code,numeric,C,1.023,5,5,2,0.4,検討,78.8,79.7,84.7,95.4,30839
3477,4688,phase1,KEIBAJO_SURFACE_08_芝,joken_class_code,numeric,C,0.847,5,5,2,0.4,検討,78.8,77.6,82.2,86.9,17759
3478,5633,phase1,KEIBAJO_SURFACE_07_芝,bac_grade,numeric,C,0.366,5,5,2,0.4,検討,78.8,81.3,85.4,115.1,6608
3479,176,phase2,GLOBAL,sanchimei+tenko_code,combo,S,5.446,101,70,28,0.4,検討,78.7,83.2,137.0,419.0,360872
3480,4538,phase1,KEIBAJO_SURFACE_01_芝,joken_class_code,numeric,C,0.92,5,5,2,0.4,検討,78.7,78.8,82.5,93.9,9819
3481,5172,phase1,KEIBAJO_SURFACE_08_ダ,kyakushitsu,numeric,C,0.63,5,5,2,0.4,検討,78.7,79.0,82.5,87.1,21506
3482,5486,phase1,KEIBAJO_SURFACE_03_芝,kyori_tekisei,numeric,C,0.457,5,5,2,0.4,検討,78.7,86.6,82.5,109.3,13808
3483,2728,phase1,KEIBAJO_SURFACE_10_ダ,kijun_ninkijun_fukusho,numeric,B,2.137,16,15,6,0.4,検討,78.6,85.3,111.7,152.4,10096
3484,3513,phase1,KEIBAJO_SURFACE_01_芝,prev2_chakujun,numeric,C,1.531,16,15,6,0.4,検討,78.6,71.6,97.9,110.2,8086
3485,3717,phase1,KEIBAJO_SURFACE_03_芝,tenkai_kigo_code,numeric,C,1.389,5,5,2,0.4,検討,78.6,84.9,87.8,109.9,14090
3486,4604,phase1,KEIBAJO_SURFACE_03_芝,chokyoshi_rank,code,C,0.889,5,5,2,0.4,検討,78.6,83.0,82.9,96.6,14083
3487,4630,phase1,KEIBAJO_SURFACE_01_芝,kyakushitsu,numeric,C,0.874,5,5,2,0.4,検討,78.6,75.9,83.9,84.9,9819
3488,5847,phase1,KEIBAJO_SURFACE_09_芝,bac_grade,numeric,C,0.2,5,5,2,0.4,検討,78.6,84.6,82.9,103.1,9294
3489,5914,phase1,GLOBAL,tenkai_kigo_code,numeric,C,0.085,5,5,2,0.4,検討,78.6,79.0,82.9,80.2,348948
3490,1007,phase2,SURFACE_2_芝,joken_class_code+taikei_dou,combo,A,3.836,94,65,26,0.4,検討,78.5,73.9,146.4,269.5,145314
3491,3612,phase1,KEIBAJO_SURFACE_10_芝,kishu_rank,code,C,1.453,5,5,2,0.4,検討,78.5,78.5,84.4,94.8,16942
3492,3702,phase1,KEIBAJO_SURFACE_03_芝,kyakushitsu,numeric,C,1.397,5,5,2,0.4,検討,78.5,83.0,87.8,108.5,14089
3493,3867,phase1,KEIBAJO_SURFACE_03_ダ,yy_int,numeric,C,1.294,10,10,4,0.4,検討,78.5,84.2,84.4,118.5,10869
3494,4469,phase2,SURFACE_2_芝,babajotai_heavy+kyakushitsu,combo,C,0.954,15,15,6,0.4,検討,78.5,82.8,82.6,108.1,170965
3495,5271,phase2,SURFACE_2_ダ,joken_class_code+shirushi_code_4,combo,C,0.591,30,30,12,0.4,検討,78.5,77.2,88.5,91.2,94954
3496,5478,phase1,KEIBAJO_SURFACE_01_芝,chokyoshi_rank,code,C,0.461,5,5,2,0.4,検討,78.5,74.4,85.4,81.3,9783
3497,5614,phase1,KEIBAJO_SURFACE_01_芝,kyori,numeric,C,0.376,5,5,2,0.4,検討,78.5,74.4,81.6,80.7,9819
3498,2446,phase1,KEIBAJO_SURFACE_06_障,moshoku_code,numeric,B,2.355,6,5,2,0.4,検討,78.4,85.7,92.9,145.7,1478
3499,4286,phase2,SURFACE_2_ダ,hobokusaki_rank+shirushi_code_5,combo,C,1.049,30,30,12,0.4,検討,78.4,74.2,84.4,88.6,89429
3500,4693,phase2,SURFACE_2_ダ,bac_jouken+prev1_corner4_bin,combo,C,0.845,20,20,8,0.4,検討,78.4,77.6,83.2,97.4,164860
3501,5832,phase1,SURFACE_2_ダ,bac_tosu,numeric,C,0.22,11,10,4,0.4,検討,78.4,71.8,84.9,86.5,177971
3502,3202,phase1,KEIBAJO_SURFACE_03_芝,kishu_rank,code,C,1.753,5,5,2,0.4,検討,78.3,73.2,82.2,95.8,14089
3503,3672,phase2,SURFACE_2_ダ,gekiso_type+joken_class_code,combo,C,1.421,30,30,12,0.4,検討,78.3,73.1,99.6,105.4,68848
3504,4230,phase1,KEIBAJO_SURFACE_06_ダ,chokyoshi_rank,code,C,1.083,5,5,2,0.4,検討,78.3,77.1,80.6,86.9,30833
3505,2134,phase2,SURFACE_2_芝,class_code+yy_int,combo,B,2.652,186,150,60,0.4,検討,78.2,76.9,145.7,191.6,148472
3506,3728,phase2,SURFACE_2_芝,prev1_bataiju_bin+shirushi_code_1,combo,C,1.381,63,50,20,0.4,検討,78.2,74.9,112.7,110.7,92979
3507,4573,phase1,KEIBAJO_SURFACE_06_芝,kyakushitsu,numeric,C,0.902,5,5,2,0.4,検討,78.2,82.0,83.5,105.6,22717
3508,1408,phase2,SURFACE_2_ダ,prev1_bataiju_bin+umaban_clean,combo,A,3.35,134,125,50,0.4,検討,78.1,79.1,142.5,322.4,164807
3509,4052,phase1,KEIBAJO_SURFACE_06_芝,chokyoshi_rank,code,C,1.176,5,5,2,0.4,検討,78.1,79.6,83.5,94.0,22699
3510,4969,phase1,KEIBAJO_SURFACE_08_芝,prev1_keibajo,numeric,C,0.721,10,10,4,0.4,検討,78.1,78.4,95.6,128.4,15131
3511,5196,phase2,GLOBAL,kishu_rank+shirushi_code_3,combo,C,0.62,30,30,12,0.4,検討,78.1,75.6,113.1,84.4,194804
3512,5491,phase1,KEIBAJO_SURFACE_03_芝,hobokusaki_rank,code,C,0.456,5,5,2,0.4,検討,78.1,80.3,81.4,85.8,13319
3513,5870,phase1,GLOBAL,kyakushitsu,numeric,C,0.172,5,5,2,0.4,検討,78.1,79.1,80.2,83.0,360852
3514,4295,phase2,SURFACE_2_ダ,babajotai_heavy+hobokusaki_rank,combo,C,1.045,15,15,6,0.4,検討,78.0,75.9,82.0,96.9,168899
3515,5499,phase1,KEIBAJO_SURFACE_07_芝,joken_class_code,numeric,C,0.452,5,5,2,0.4,検討,78.0,80.5,82.7,87.1,17129
3516,2072,phase1,KEIBAJO_SURFACE_02_芝,class_code,numeric,B,2.7,13,10,4,0.4,検討,77.9,81.4,98.3,134.5,7230
3517,3447,phase1,KEIBAJO_SURFACE_02_ダ,yy_int,numeric,C,1.58,10,10,4,0.4,検討,77.9,76.7,92.1,96.1,5502
3518,2676,phase2,SURFACE_2_ダ,bataiju_change_bin+yy_int,combo,B,2.171,51,50,20,0.4,検討,77.8,77.5,114.7,148.2,164807
3519,2702,phase1,KEIBAJO_SURFACE_08_障,chokyoshi_rank,code,B,2.156,5,5,2,0.4,検討,77.8,81.3,96.5,112.1,727
3520,2867,phase2,GLOBAL,bac_tosu+kijun_ninkijun_tansho,combo,B,2.037,161,155,62,0.4,検討,77.8,76.1,117.6,146.5,360874
3521,2906,phase2,SURFACE_2_芝,kyi_kyusha_rank+prev1_keibajo,combo,C,1.998,78,70,28,0.4,検討,77.8,74.7,110.9,108.5,148369
3522,3601,phase1,KEIBAJO_SURFACE_03_ダ,tenkai_kigo_code,numeric,C,1.463,5,5,2,0.4,検討,77.8,79.1,83.4,103.5,10869
